Ord_ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
2695,1023,2,3689,2012-07-25,2012-07-27,KEAN NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,116629,28,MEDIUM,2
2745,1012,17,3764,2012-03-31,2012-04-01,GUY PHONELY,ONTARIO,ONTARIO,CORPORATE,273201,23,MEDIUM,1
2763,1010,11,3791,2010-02-07,2010-02-08,ROBERT MARLEY,ONTARIO,ONTARIO,CORPORATE,4064272,40,HIGH,1
2779,579,2,3816,2011-03-08,2011-03-09,LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,3411,27,NOT SPECIFIED,1
289,67,11,390,2010-05-25,2010-05-25,BETH THOMPSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,219555,20,HIGH,0
2850,1054,2,3923,2012-03-01,2012-03-03,DON WEISS,ONTARIO,ONTARIO,CORPORATE,10438,7,MEDIUM,2
4601,1473,2,6398,2012-03-29,2012-03-30,SARA LUXEMBURG,YUKON,YUKON,SMALL BUSINESS,217522,29,CRITICAL,1
4607,1474,2,6408,2011-06-27,2011-06-29,ADAM HART,YUKON,YUKON,CORPORATE,146342,26,MEDIUM,2
4646,1603,15,6474,2009-01-02,2009-01-02,ALAN SCHOENBERGER,BRITISH COLUMBIA,WEST,CORPORATE,408319,43,LOW,0
4654,1570,11,6485,2010-04-29,2010-05-01,COREY LOCK,BRITISH COLUMBIA,WEST,HOME OFFICE,1257074,34,MEDIUM,2
4675,1618,11,6519,2009-09-22,2009-09-23,ALEJANDRO SAVELY,BRITISH COLUMBIA,WEST,CORPORATE,607096,19,HIGH,1
4678,1620,17,6525,2012-07-21,2012-07-22,MUHAMMED LEE,BRITISH COLUMBIA,WEST,CORPORATE,344109,43,NOT SPECIFIED,1
4704,1633,17,6564,2012-03-23,2012-03-24,JULIANA KROHN,BRITISH COLUMBIA,WEST,CORPORATE,33603,1,HIGH,1
4712,1570,11,6575,2010-07-26,2010-07-27,COREY LOCK,BRITISH COLUMBIA,WEST,HOME OFFICE,332784,45,HIGH,1
4735,1586,2,6605,2009-06-12,2009-06-13,BRAD THOMAS,BRITISH COLUMBIA,WEST,HOME OFFICE,175627,38,CRITICAL,1
4758,1638,15,6636,2012-12-30,2012-12-30,TONY MOLINARI,BRITISH COLUMBIA,WEST,CORPORATE,39112,6,NOT SPECIFIED,0
4771,1592,15,6655,2010-09-10,2010-09-11,BARRY WEIRICH,BRITISH COLUMBIA,WEST,CORPORATE,676743,22,NOT SPECIFIED,1
4800,1645,11,6692,2012-02-27,2012-02-29,PAUL VAN HUGH,BRITISH COLUMBIA,WEST,CONSUMER,1688676,43,CRITICAL,2
4816,1593,2,6711,2009-03-16,2009-03-17,MICHAEL STEWART,BRITISH COLUMBIA,WEST,SMALL BUSINESS,135143,20,HIGH,1
4838,1671,11,6744,2011-08-15,2011-08-15,CAROL DARLEY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,453096,44,CRITICAL,0
4859,1678,15,6779,2009-01-12,2009-01-14,GREG MATTHIAS,BRITISH COLUMBIA,WEST,HOME OFFICE,40803,12,LOW,2
4909,227,2,6846,2012-02-18,2012-02-19,ANTHONY O'DONNELL,BRITISH COLUMBIA,WEST,CORPORATE,218023,37,HIGH,1
4926,1680,11,6871,2009-04-20,2009-04-20,ANTHONY RAWLES,BRITISH COLUMBIA,WEST,SMALL BUSINESS,1098405,43,MEDIUM,0
4940,1677,11,6891,2012-01-08,2012-01-09,LAUREN LEATHERBURY,BRITISH COLUMBIA,WEST,CORPORATE,38498,14,HIGH,1
4948,1669,17,6904,2010-02-20,2010-02-20,ART FOSTER,BRITISH COLUMBIA,WEST,HOME OFFICE,677692,21,CRITICAL,0
4951,1692,15,6908,2010-09-22,2010-09-23,SUNG PAK,ALBERTA,WEST,SMALL BUSINESS,241538,26,NOT SPECIFIED,1
5051,1715,15,7049,2012-12-08,2012-12-08,LISA RYAN,ALBERTA,WEST,HOME OFFICE,142495,5,CRITICAL,0
5074,1725,17,7085,2009-08-15,2009-08-19,CHLORIS KASTENSMIDT,ALBERTA,WEST,CONSUMER,45152,27,LOW,4
3439,1250,2,7156,2010-11-17,2010-11-18,ARTHUR GAINER,MANITOBA,PRARIE,CONSUMER,936273,39,HIGH,1
5162,1751,11,7214,2012-07-11,2012-07-13,TOM BOECKENHAUER,ALBERTA,WEST,CORPORATE,113762,9,LOW,2
5113,1735,15,7142,2011-06-17,2011-06-17,MITCH GASTINEAU,ALBERTA,WEST,CORPORATE,526448,40,CRITICAL,0
5124,1730,11,7162,2012-02-23,2012-02-25,KATHARINE HARMS,ALBERTA,WEST,CONSUMER,404625,48,LOW,2
933,319,2,1291,2009-07-06,2009-07-07,MICHAEL GRANLUND,NOVA SCOTIA,ATLANTIC,HOME OFFICE,186136,42,NOT SPECIFIED,1
96,69,15,131,2011-03-17,2011-03-18,JULIA WEST,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,460536,18,CRITICAL,1
1056,395,2,1457,2012-10-30,2012-10-30,HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,519812,48,NOT SPECIFIED,0
1134,431,2,1564,2009-05-26,2009-05-27,MEG O'CONNEL,ONTARIO,ONTARIO,CORPORATE,10605,9,CRITICAL,1
1138,411,2,1569,2011-12-09,2011-12-09,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,17045,4,MEDIUM,0
1155,440,17,1592,2010-06-06,2010-06-07,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,70194,29,NOT SPECIFIED,1
1180,445,15,1627,2011-04-19,2011-04-19,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,70937,8,MEDIUM,0
1267,476,17,1752,2009-06-21,2009-06-22,CORINNA MITCHELL,ONTARIO,ONTARIO,CORPORATE,292083,24,NOT SPECIFIED,1
1319,500,11,1816,2010-10-21,2010-10-26,EILEEN KIEFER,ONTARIO,ONTARIO,CONSUMER,5029216,29,LOW,5
1375,498,15,1894,2012-04-03,2012-04-04,ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,270337,18,NOT SPECIFIED,1
1408,487,17,1943,2009-11-25,2009-11-26,ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,693097,24,MEDIUM,1
2490,938,11,3412,2011-03-05,2011-03-07,SHERI GORDON,QUEBEC,QUEBEC,CORPORATE,766374,50,NOT SPECIFIED,2
2532,960,11,3467,2010-09-17,2010-09-19,SHIRLEY SCHMIDT,QUEBEC,QUEBEC,CORPORATE,560691,47,HIGH,2
2579,993,17,3534,2011-01-04,2011-01-04,KEAN NGUYEN,ONTARIO,ONTARIO,CORPORATE,385,2,CRITICAL,0
258,89,2,354,2011-05-16,2011-05-18,FRED WASSERMAN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,136814,17,CRITICAL,2
2594,1003,15,3553,2010-12-07,2010-12-08,HERBERT FLENTYE,ONTARIO,ONTARIO,SMALL BUSINESS,108516,12,MEDIUM,1
2594,1003,2,3553,2010-12-07,2010-12-08,HERBERT FLENTYE,ONTARIO,ONTARIO,SMALL BUSINESS,32157,3,MEDIUM,1
2609,996,2,3570,2010-03-07,2010-03-09,JOHN LUCAS,ONTARIO,ONTARIO,CORPORATE,372553,46,NOT SPECIFIED,2
2623,1017,2,3589,2010-04-22,2010-04-24,BEN FERRER,ONTARIO,ONTARIO,CORPORATE,18792,46,NOT SPECIFIED,2
2649,1008,11,3623,2009-02-02,2009-02-03,BILL OVERFELT,ONTARIO,ONTARIO,CORPORATE,471325,31,CRITICAL,1
2744,1034,17,3763,2012-09-03,2012-09-04,SCOTT COHEN,ONTARIO,ONTARIO,CONSUMER,336102,28,HIGH,1
2749,995,15,3772,2012-10-29,2012-10-31,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,545451,30,NOT SPECIFIED,2
2783,994,2,3824,2010-11-09,2010-11-10,JIM KRIZ,ONTARIO,ONTARIO,CONSUMER,161484,26,CRITICAL,1
2210,829,15,3009,2011-09-14,2011-09-15,SPEROS GORANITIS,QUEBEC,QUEBEC,CORPORATE,30157,8,NOT SPECIFIED,1
2224,855,2,3024,2009-12-19,2009-12-21,SYLVIA FOULSTON,QUEBEC,QUEBEC,CORPORATE,20198,48,NOT SPECIFIED,2
2238,870,11,3041,2011-11-06,2011-11-07,KARL BROWN,QUEBEC,QUEBEC,HOME OFFICE,353296,35,MEDIUM,1
2246,878,2,3054,2011-12-10,2011-12-12,ALAN SHONELY,QUEBEC,QUEBEC,SMALL BUSINESS,29452,14,NOT SPECIFIED,2
2262,885,2,3079,2009-07-24,2009-07-24,PAUL LUCAS,QUEBEC,QUEBEC,CORPORATE,6845,1,LOW,0
1930,713,15,3133,2009-07-26,2009-07-30,TROY STAEBEL,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,161951,13,LOW,4
1931,714,17,3136,2009-01-11,2009-01-11,BRADLEY DRUCKER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,453134,20,NOT SPECIFIED,0
1931,714,2,3136,2009-01-11,2009-01-11,BRADLEY DRUCKER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,26294,18,NOT SPECIFIED,0
2291,880,2,3137,2012-09-06,2012-09-08,FRED MCMATH,QUEBEC,QUEBEC,SMALL BUSINESS,7577,16,HIGH,2
2298,866,11,3144,2011-02-14,2011-02-15,JONI WASSERMAN,QUEBEC,QUEBEC,CONSUMER,1731104,18,MEDIUM,1
1950,695,2,3170,2009-10-04,2009-10-06,DEANRA ENO,NOVA SCOTIA,ATLANTIC,CORPORATE,1759,6,LOW,2
1974,739,17,3187,2011-07-27,2011-07-28,GIULIETTA DORTCH,NOVA SCOTIA,ATLANTIC,CORPORATE,120702,13,CRITICAL,1
2325,924,11,3191,2010-12-13,2010-12-15,JULIA BARNETT,QUEBEC,QUEBEC,CORPORATE,922565,26,CRITICAL,2
2332,929,2,3201,2010-03-01,2010-03-02,CAROLINE JUMPER,QUEBEC,QUEBEC,CORPORATE,56051,7,NOT SPECIFIED,1
1827,632,2,2641,2012-10-22,2012-10-22,DAMALA KOTSONIS,NEWFOUNDLAND,ATLANTIC,CORPORATE,364512,36,LOW,0
196,75,2,267,2010-10-15,2010-10-16,NICOLE HANSEN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,32168,26,CRITICAL,1
197,83,2,269,2011-07-23,2011-07-23,CARI SCHNELLING,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,36713,12,LOW,0
1993,751,11,2722,2009-12-19,2009-12-21,DENISE LEINENBACH,NOVA SCOTIA,ATLANTIC,CORPORATE,1492216,30,HIGH,2
283,85,17,383,2009-11-23,2009-11-25,BRYAN MILLS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,1005152,48,MEDIUM,2
2789,1029,15,3835,2009-09-02,2009-09-03,STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,1126204,31,NOT SPECIFIED,1
2791,1036,11,3837,2012-04-14,2012-04-14,ALEJANDRO GROVE,ONTARIO,ONTARIO,CONSUMER,1035101,19,MEDIUM,0
2813,1020,15,3873,2012-03-10,2012-03-11,KATHERINE NOCKTON,ONTARIO,ONTARIO,HOME OFFICE,407317,26,CRITICAL,1
2816,1034,2,3877,2009-04-21,2009-04-23,SCOTT COHEN,ONTARIO,ONTARIO,CONSUMER,4704,1,HIGH,2
2863,1055,15,3941,2010-10-14,2010-10-16,JESSICA MYRICK,ONTARIO,ONTARIO,SMALL BUSINESS,18446,1,MEDIUM,2
298,68,11,400,2011-10-03,2011-10-05,DOROTHY BADDERS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,388189,22,NOT SPECIFIED,2
2901,1047,11,4002,2011-08-06,2011-08-11,JOE KAMBEROVA,ONTARIO,ONTARIO,SMALL BUSINESS,550339,25,LOW,5
2902,1068,17,4003,2012-10-03,2012-10-04,ROB HABERLIN,ONTARIO,ONTARIO,CORPORATE,657375,16,HIGH,1
2906,1043,17,4008,2009-07-12,2009-07-13,DARRIN MARTIN,ONTARIO,ONTARIO,SMALL BUSINESS,47776,5,HIGH,1
2935,1073,11,4054,2010-07-03,2010-07-03,GENE MCCLURE,ONTARIO,ONTARIO,CONSUMER,530442,20,HIGH,0
1791,568,17,4099,2009-12-05,2009-12-06,NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,1582327,13,MEDIUM,1
2059,553,11,4163,2011-11-11,2011-11-13,BRIAN STUGART,ONTARIO,ONTARIO,CONSUMER,358772,47,MEDIUM,2
3015,1131,15,4178,2009-11-11,2009-11-12,JASON FORTUNE,ONTARIO,ONTARIO,CORPORATE,893738,17,HIGH,1
3033,489,2,4210,2010-07-04,2010-07-06,CANDACE MCMAHON,ONTARIO,ONTARIO,CORPORATE,4388,39,CRITICAL,2
3084,1151,17,4280,2009-03-21,2009-03-21,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,8906105,13,MEDIUM,0
3111,1140,2,4316,2012-05-26,2012-05-27,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,194487,49,HIGH,1
1994,749,2,2723,2012-01-23,2012-01-24,DENISE LEINENBACH,NOVA SCOTIA,ATLANTIC,HOME OFFICE,6277,1,NOT SPECIFIED,1
1997,753,15,2728,2012-12-23,2012-12-24,ANN BLUME,NOVA SCOTIA,ATLANTIC,CORPORATE,45479,45,NOT SPECIFIED,1
969,353,15,2790,2009-12-14,2009-12-14,HUNTER LOPEZ,BRITISH COLUMBIA,WEST,CONSUMER,44115,37,CRITICAL,0
2047,1146,15,2798,2009-08-22,2009-08-22,PATRICK GARDNER,NEW BRUNSWICK,ATLANTIC,CONSUMER,781745,50,CRITICAL,0
2088,795,11,2857,2009-12-23,2009-12-24,MICHELLE TRAN,QUEBEC,QUEBEC,HOME OFFICE,28117,41,NOT SPECIFIED,1
3646,1286,2,5052,2011-01-04,2011-01-08,MAX LUDWIG,SASKACHEWAN,PRARIE,CORPORATE,16918,20,LOW,4
378,146,15,506,2010-04-28,2010-04-30,GREG GUTHRIE,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,335108,26,LOW,2
1437,1307,15,5151,2012-01-12,2012-01-14,ANDY REITER,SASKACHEWAN,PRARIE,CORPORATE,643587,21,CRITICAL,2
3803,1320,2,5275,2012-01-08,2012-01-08,JUSTIN ELLISON,SASKACHEWAN,PRARIE,HOME OFFICE,18292,30,LOW,0
3827,1340,11,5305,2012-01-19,2012-01-19,DENNIS PARDUE,SASKACHEWAN,PRARIE,CORPORATE,16064,36,HIGH,0
52,39,2,68,2009-10-17,2009-10-17,BETH PAIGE,NUNAVUT,NUNAVUT,CONSUMER,100306,37,MEDIUM,0
4885,1685,11,6815,2012-12-05,2012-12-05,DUANE NOONAN,BRITISH COLUMBIA,WEST,CORPORATE,1094123,47,LOW,0
4913,1677,2,6853,2010-07-14,2010-07-16,LAUREN LEATHERBURY,BRITISH COLUMBIA,WEST,CORPORATE,80198,34,MEDIUM,2
510,188,11,689,2011-08-31,2011-09-01,JUSTIN KNIGHT,BRITISH COLUMBIA,WEST,CORPORATE,44942,1,NOT SPECIFIED,1
53,40,15,69,2011-08-28,2011-08-29,SYLVIA FOULSTON,NUNAVUT,NUNAVUT,CORPORATE,126672,4,HIGH,1
4946,1682,2,6901,2011-06-08,2011-06-08,BARRY BLUMSTEIN,BRITISH COLUMBIA,WEST,SMALL BUSINESS,181155,24,HIGH,0
4962,1692,17,6924,2012-12-21,2012-12-22,SUNG PAK,ALBERTA,WEST,SMALL BUSINESS,231296,17,HIGH,1
4975,1696,17,6945,2010-09-15,2010-09-16,RESI POLKING,ALBERTA,WEST,SMALL BUSINESS,574032,39,HIGH,1
5016,1707,11,6998,2011-03-07,2011-03-09,PAULINE WEBBER,ALBERTA,WEST,CONSUMER,1391816,38,CRITICAL,2
5034,1712,2,7023,2010-10-11,2010-10-12,KEN DANA,ALBERTA,WEST,SMALL BUSINESS,43013,28,MEDIUM,1
5101,1729,15,7123,2009-05-22,2009-05-24,MITCH GASTINEAU,ALBERTA,WEST,SMALL BUSINESS,627775,50,CRITICAL,2
5117,1730,15,7149,2012-02-23,2012-02-24,KATHARINE HARMS,ALBERTA,WEST,CONSUMER,1631351,32,MEDIUM,1
5142,1746,15,7184,2009-05-04,2009-05-04,BECKY PAK,ALBERTA,WEST,CORPORATE,1065626,39,CRITICAL,0
5145,1748,2,7190,2009-09-19,2009-09-19,CLYTIE KELTY,ALBERTA,WEST,SMALL BUSINESS,1042,7,CRITICAL,0
5149,1750,11,7197,2012-02-01,2012-02-02,BROOKE GILLINGHAM,ALBERTA,WEST,SMALL BUSINESS,2503008,11,MEDIUM,1
5186,1763,17,7246,2009-07-31,2009-08-04,RICK WILSON,ALBERTA,WEST,CONSUMER,2609513,35,LOW,4
5204,1750,11,7272,2009-12-22,2009-12-23,BROOKE GILLINGHAM,ALBERTA,WEST,SMALL BUSINESS,6668856,45,MEDIUM,1
5204,1750,17,7272,2009-12-22,2009-12-23,BROOKE GILLINGHAM,ALBERTA,WEST,SMALL BUSINESS,112086,7,MEDIUM,1
1207,1765,2,7273,2010-06-23,2010-06-24,RICK WILSON,ALBERTA,WEST,CORPORATE,840708,39,NOT SPECIFIED,1
5215,1749,17,7287,2009-03-27,2009-03-28,ADAM SHILLINGSBURG,ALBERTA,WEST,CORPORATE,14059,7,HIGH,1
5220,1746,17,7293,2012-08-09,2012-08-10,BECKY PAK,ALBERTA,WEST,CORPORATE,1099474,30,CRITICAL,1
5226,1749,15,7299,2009-08-16,2009-08-18,ADAM SHILLINGSBURG,ALBERTA,WEST,CORPORATE,121072,17,CRITICAL,2
5155,1744,15,7206,2011-02-19,2011-02-21,HAROLD DAHLEN,ALBERTA,WEST,CORPORATE,333527,13,NOT SPECIFIED,2
5167,1756,17,7222,2012-11-30,2012-12-01,ALYSSA CROUSE,ALBERTA,WEST,CORPORATE,597259,3,NOT SPECIFIED,1
5167,1756,2,7222,2012-11-30,2012-12-01,ALYSSA CROUSE,ALBERTA,WEST,CORPORATE,21291,3,NOT SPECIFIED,1
2781,1038,17,3821,2011-04-08,2011-04-10,JOHN CASTELL,ONTARIO,ONTARIO,SMALL BUSINESS,1367194,33,NOT SPECIFIED,2
2802,1040,11,3856,2009-10-13,2009-10-14,LAURA ARMSTRONG,ONTARIO,ONTARIO,CORPORATE,312255,22,NOT SPECIFIED,1
2815,1018,11,3875,2011-08-14,2011-08-14,KAREN DANIELS,ONTARIO,ONTARIO,CONSUMER,812253,29,NOT SPECIFIED,0
2842,1049,15,3909,2012-04-21,2012-04-21,FILIA MCADAMS,ONTARIO,ONTARIO,SMALL BUSINESS,102155,20,HIGH,0
2842,1049,2,3909,2012-04-21,2012-04-21,FILIA MCADAMS,ONTARIO,ONTARIO,SMALL BUSINESS,555618,48,HIGH,0
2879,1054,11,3969,2012-04-25,2012-04-27,DON WEISS,ONTARIO,ONTARIO,CORPORATE,234768,3,CRITICAL,2
2905,1054,15,4007,2009-03-27,2009-03-30,DON WEISS,ONTARIO,ONTARIO,CORPORATE,173626,11,NOT SPECIFIED,3
2930,1060,15,4048,2011-06-03,2011-06-04,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,389639,19,NOT SPECIFIED,1
2953,1075,15,4072,2012-06-29,2012-06-30,HALLIE REDMOND,ONTARIO,ONTARIO,SMALL BUSINESS,75711,4,NOT SPECIFIED,1
2963,1075,11,4084,2010-07-30,2010-07-30,HALLIE REDMOND,ONTARIO,ONTARIO,SMALL BUSINESS,657232,19,MEDIUM,0
1928,1087,11,4111,2010-10-31,2010-11-01,DAVE POIRIER,ONTARIO,ONTARIO,SMALL BUSINESS,121624,8,MEDIUM,1
3000,564,2,4152,2010-09-24,2010-09-27,AMY COX,ONTARIO,ONTARIO,SMALL BUSINESS,35302,7,NOT SPECIFIED,3
3008,1128,2,4167,2012-06-08,2012-06-09,KEAN THORNTON,ONTARIO,ONTARIO,CORPORATE,372399,13,NOT SPECIFIED,1
3025,1134,2,4197,2012-06-08,2012-06-09,PHILIP FOX,ONTARIO,ONTARIO,HOME OFFICE,7388,2,NOT SPECIFIED,1
315,116,15,421,2009-08-02,2009-08-03,BRYAN MILLS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,36866,1,CRITICAL,1
3064,1151,2,4255,2009-04-10,2009-04-13,EMILY PHAN,NEW BRUNSWICK,ATLANTIC,CONSUMER,36217,33,NOT SPECIFIED,3
3068,1140,11,4260,2009-11-02,2009-11-04,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,3169992,40,LOW,2
4218,1419,2,5886,2012-08-14,2012-08-14,KATHERINE HUGHES,NEW BRUNSWICK,ATLANTIC,CONSUMER,113524,28,HIGH,0
4257,1449,2,5944,2009-06-28,2009-07-03,ROB WILLIAMS,YUKON,YUKON,HOME OFFICE,73928,39,LOW,5
4271,1446,17,5961,2010-06-18,2010-06-20,QUINCY JONES,YUKON,YUKON,HOME OFFICE,1148103,30,LOW,2
4304,1439,2,6007,2012-04-18,2012-04-18,ASHLEY JARBOE,YUKON,YUKON,HOME OFFICE,105598,48,CRITICAL,0
4308,1443,11,6012,2010-03-18,2010-03-19,DIANNA VITTORINI,YUKON,YUKON,CORPORATE,33738,19,NOT SPECIFIED,1
4316,1453,17,6021,2010-07-04,2010-07-04,ASHLEY JARBOE,YUKON,YUKON,SMALL BUSINESS,569922,46,HIGH,0
5137,1742,2,7178,2011-12-03,2011-12-05,SIBELLA PARKS,ALBERTA,WEST,SMALL BUSINESS,12657,17,CRITICAL,2
5146,1742,2,7192,2012-07-13,2012-07-15,SIBELLA PARKS,ALBERTA,WEST,SMALL BUSINESS,253166,48,NOT SPECIFIED,2
5338,1792,11,7453,2011-11-03,2011-11-04,FRANK GASTINEAU,ALBERTA,WEST,SMALL BUSINESS,332927,22,CRITICAL,1
557,200,2,756,2009-02-05,2009-02-06,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,613318,23,CRITICAL,1
5424,1799,2,7579,2012-09-07,2012-09-09,RAYMOND BOOK,ALBERTA,WEST,CONSUMER,49532,5,MEDIUM,2
5477,1793,15,7652,2011-10-31,2011-10-31,RUBEN DARTT,ALBERTA,WEST,CORPORATE,924874,45,LOW,0
565,197,2,767,2010-02-05,2010-02-07,MICHELLE ARNETT,BRITISH COLUMBIA,WEST,HOME OFFICE,183606,39,NOT SPECIFIED,2
593,205,17,810,2010-05-28,2010-05-28,JOY SMITH,BRITISH COLUMBIA,WEST,CONSUMER,112027,7,MEDIUM,0
616,214,2,843,2012-06-25,2012-06-27,SONIA SUNLEY,BRITISH COLUMBIA,WEST,CORPORATE,381659,17,CRITICAL,2
64,49,11,87,2010-11-16,2010-11-17,DOUG BICKFORD,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,6250936,29,NOT SPECIFIED,1
664,225,17,908,2009-03-07,2009-03-07,DENNIS BOLTON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,941814,20,CRITICAL,0
666,221,15,910,2009-08-15,2009-08-17,SARAH FOSTER,BRITISH COLUMBIA,WEST,CORPORATE,409576,43,MEDIUM,2
666,221,2,910,2009-08-15,2009-08-17,SARAH FOSTER,BRITISH COLUMBIA,WEST,CORPORATE,18113,42,MEDIUM,2
706,242,2,966,2012-12-15,2012-12-15,RICARDO EMERSON,BRITISH COLUMBIA,WEST,CORPORATE,1600229,47,NOT SPECIFIED,0
711,232,15,974,2010-11-12,2010-11-13,SHAHID SHARIARI,BRITISH COLUMBIA,WEST,CORPORATE,44143,3,HIGH,1
2910,1062,11,4015,2010-01-25,2010-01-28,JIM SINK,ONTARIO,ONTARIO,CORPORATE,15468216,45,CRITICAL,3
2913,1069,11,4018,2012-04-09,2012-04-14,HALLIE REDMOND,ONTARIO,ONTARIO,HOME OFFICE,604576,3,LOW,5
2934,1045,15,4053,2009-07-26,2009-07-28,MAX JONES,ONTARIO,ONTARIO,HOME OFFICE,2142591,40,HIGH,2
2936,1074,11,4055,2011-02-02,2011-02-06,DENNY JOY,ONTARIO,ONTARIO,CORPORATE,122343,16,LOW,4
2958,445,17,4079,2012-05-18,2012-05-20,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,260879,12,HIGH,2
303,65,17,408,2011-04-08,2011-04-09,MUHAMMED MACINTYRE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,70146,43,HIGH,1
2961,1071,11,4082,2010-02-26,2010-02-28,BENJAMIN PATTERSON,ONTARIO,ONTARIO,CORPORATE,3407,21,CRITICAL,2
2969,1077,11,4094,2011-11-05,2011-11-06,KRISTEN HASTINGS,ONTARIO,ONTARIO,SMALL BUSINESS,302373,14,HIGH,1
2972,1079,2,4100,2009-01-17,2009-01-19,BENJAMIN VENIER,ONTARIO,ONTARIO,SMALL BUSINESS,787191,24,MEDIUM,2
2251,1098,17,4121,2011-07-15,2011-07-17,FRED MCMATH,ONTARIO,ONTARIO,SMALL BUSINESS,16378,9,LOW,2
2251,1098,2,4121,2011-07-15,2011-07-17,FRED MCMATH,ONTARIO,ONTARIO,SMALL BUSINESS,8464,8,LOW,2
5305,1769,17,7409,2011-08-03,2011-08-08,CARI SAYRE,ALBERTA,WEST,CORPORATE,91098,10,LOW,5
5317,1781,2,7426,2012-07-21,2012-07-22,EMILY GRADY,ALBERTA,WEST,HOME OFFICE,24049,4,NOT SPECIFIED,1
5336,1774,15,7450,2009-04-19,2009-04-24,KELLY WILLIAMS,ALBERTA,WEST,CORPORATE,498773,41,LOW,5
5336,1774,2,7450,2009-04-19,2009-04-24,KELLY WILLIAMS,ALBERTA,WEST,CORPORATE,231765,29,LOW,5
5347,1797,17,7468,2012-08-01,2012-08-03,CLAY CHEATHAM,ALBERTA,WEST,SMALL BUSINESS,2113471,6,NOT SPECIFIED,2
5352,1801,2,7476,2012-04-25,2012-04-25,STEPHANIE PHELPS,ALBERTA,WEST,CONSUMER,306427,9,CRITICAL,0
5391,1799,11,7527,2011-10-19,2011-10-20,RAYMOND BOOK,ALBERTA,WEST,CONSUMER,38062,2,NOT SPECIFIED,1
5391,1799,15,7527,2011-10-19,2011-10-20,RAYMOND BOOK,ALBERTA,WEST,CONSUMER,632565,45,NOT SPECIFIED,1
5395,1815,2,7535,2010-11-29,2010-11-30,SARAH BROWN,ALBERTA,WEST,CONSUMER,43807,37,NOT SPECIFIED,1
5412,1814,15,7556,2012-06-01,2012-06-02,CHRISTOPHER CONANT,ALBERTA,WEST,HOME OFFICE,258067,21,CRITICAL,1
5423,1800,17,7577,2009-07-28,2009-07-30,ALAN DOMINGUEZ,ALBERTA,WEST,CORPORATE,130702,4,CRITICAL,2
5434,1814,17,7593,2012-04-18,2012-04-20,CHRISTOPHER CONANT,ALBERTA,WEST,HOME OFFICE,199616,1,CRITICAL,2
5449,1813,2,7615,2011-07-05,2011-07-06,ERICA SMITH,ALBERTA,WEST,SMALL BUSINESS,1458828,47,MEDIUM,1
5453,1819,2,7622,2009-08-04,2009-08-06,VICTORIA BRENNAN,ALBERTA,WEST,SMALL BUSINESS,3889,37,CRITICAL,2
5499,1829,15,7687,2011-05-06,2011-05-11,JASON FORTUNE,ALBERTA,WEST,CORPORATE,9784,38,LOW,5
5177,1756,2,7234,2010-09-20,2010-09-21,ALYSSA CROUSE,ALBERTA,WEST,CORPORATE,32102,37,CRITICAL,1
